# hmmsearch :: search profile(s) against a sequence database
# HMMER 3.4 (Aug 2023); http://hmmer.org/
# Copyright (C) 2023 Howard Hughes Medical Institute.
# Freely distributed under the BSD open source license.
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
# query HMM file:                  /home/cordon_jc/prosite_alignments_for_logos/hmmer_hhm/PS00108.msa.hmm
# target sequence database:        /home/cordon_jc/kinases_IPR000719 (2).fasta
# - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -

Query:       PS00108  [M=13]
Scores for complete sequences (score includes all domains):
   --- full sequence ---   --- best 1 domain ---    -#dom-
    E-value  score  bias    E-value  score  bias    exp  N  Sequence                                          Description
   1 !   18.5   0.2   0.00019   0.00026       1      13 []     148     160 ..     148     160 .. 0.93

  Alignments for each domain:
  == domain 1  score: 18.5 bits;  conditional E-value: 0.00019
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+++
  Q61532|reviewed|Mitogen-activated 148 VLHRDLKPANLFI 160
                                        79*********97 PP

>> P28028|reviewed|Serine/threonine-protein  kinase B-raf|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   1.0   0.00016   0.00022       1      13 []     557     569 ..     557     569 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00016
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlK+ Ni+l
  P28028|reviewed|Serine/threonine-protein 557 IIHRDLKSNNIFL 569
                                               9**********98 PP

>> Q6DT37|reviewed|Serine/threonine-protein  kinase MRCK gamma|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.3   0.00013   0.00017       2      13 .]     192     203 ..     191     203 .. 0.94

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRD+KP+N+Ll
  Q6DT37|reviewed|Serine/threonine-protein 192 VHRDVKPDNVLL 203
                                               9**********8 PP

>> Q5F3W3|reviewed|Mitogen-activated  protein kinase 6|taxID:9031
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.5   0.2   0.00019   0.00026       1      13 []     148     160 ..     148     160 .. 0.93

  Alignments for each domain:
  == domain 1  score: 18.5 bits;  conditional E-value: 0.00019
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+++
  Q5F3W3|reviewed|Mitogen-activated 148 VLHRDLKPANLFI 160
                                        79*********97 PP

>> Q16584|reviewed|Mitogen-activated  protein kinase kinase kinase 11|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.3   1.2   0.00011   0.00015       1      13 []     237     249 ..     237     249 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.3 bits;  conditional E-value: 0.00011
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        +iHRDlK+ NiLl
  Q16584|reviewed|Mitogen-activated 237 VIHRDLKSNNILL 249
                                        8***********8 PP

>> Q8RX66|reviewed|Serine/threonine-protein  kinase Nek3|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   0.3   0.00018   0.00024       1      13 []     125     137 ..     125     137 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00018
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i+HRD+K++Ni+l
  Q8RX66|reviewed|Serine/threonine-protein 125 ILHRDVKCSNIFL 137
                                               89*********98 PP

>> Q16659|reviewed|Mitogen-activated  protein kinase 6|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.5   0.2   0.00019   0.00026       1      13 []     148     160 ..     148     160 .. 0.93

  Alignments for each domain:
  == domain 1  score: 18.5 bits;  conditional E-value: 0.00019
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+++
  Q16659|reviewed|Mitogen-activated 148 VLHRDLKPANLFI 160
                                        79*********97 PP

>> Q5R7U1|reviewed|Mitogen-activated  protein kinase 6|taxID:9601
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.5   0.2   0.00019   0.00026       1      13 []     148     160 ..     148     160 .. 0.93

  Alignments for each domain:
  == domain 1  score: 18.5 bits;  conditional E-value: 0.00019
                            PS00108   1 iiHRDlKPeNiLl 13 
                                        ++HRDlKP+N+++
  Q5R7U1|reviewed|Mitogen-activated 148 VLHRDLKPANLFI 160
                                        79*********97 PP

>> Q52EB3|reviewed|Serine/threonine-protein  kinase ATG1|taxID:242507
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.2   0.00012   0.00016       2      13 .]     159     170 ..     158     170 .. 0.93

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                                   PS00108   2 iHRDlKPeNiLl 13 
                                               +HRD+KP+N+Ll
  Q52EB3|reviewed|Serine/threonine-protein 159 VHRDVKPQNLLL 170
                                               9**********8 PP

>> Q63185|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase 1|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.8   0.00012   0.00016       1      13 []     436     448 ..     436     448 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 i+HRDlKP Ni+l
  Q63185|reviewed|Eukaryotic 436 IVHRDLKPRNIFL 448
                                 9**********98 PP

>> O14427|reviewed|Serine/threonine-protein  kinase CLA4|taxID:5476
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.0   1.3   6.6e-05   8.8e-05       1      13 []     799     811 ..     799     811 .. 0.97

  Alignments for each domain:
  == domain 1  score: 20.0 bits;  conditional E-value: 6.6e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRD+K++N+Ll
  O14427|reviewed|Serine/threonine-protein 799 IIHRDIKSDNVLL 811
                                               9***********8 PP

>> Q14AX6|reviewed|Cyclin-dependent  kinase 12|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.4   0.00015   0.00021       1      13 []     851     863 ..     851     863 .. 0.94

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00015
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       ++HRD+K++NiLl
  Q14AX6|reviewed|Cyclin-dependent 851 FLHRDIKCSNILL 863
                                       68**********8 PP

>> O81291|reviewed|L-type  lectin-domain containing receptor kinase IV.4|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.5   0.1    0.0002   0.00027       1      13 []     471     483 ..     471     483 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.5 bits;  conditional E-value: 0.0002
                 PS00108   1 iiHRDlKPeNiLl 13 
                             +iHRD+K +N+Ll
  O81291|reviewed|L-type 471 VIHRDVKASNVLL 483
                             8***********8 PP

>> Q8SS96|reviewed|Probable  casein kinase I homolog ECU03_0910|taxID:284813
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.0   0.1   0.00013   0.00018       2      12 ..     126     136 ..     125     137 .. 0.88

  Alignments for each domain:
  == domain 1  score: 19.0 bits;  conditional E-value: 0.00013
                   PS00108   2 iHRDlKPeNiL 12 
                               +HRD+KP+N+ 
  Q8SS96|reviewed|Probable 126 VHRDIKPDNFV 136
                               9********85 PP

>> Q04982|reviewed|Serine/threonine-protein  kinase B-raf|taxID:9031
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   1.0   0.00017   0.00022       1      13 []     572     584 ..     572     584 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00017
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlK+ Ni+l
  Q04982|reviewed|Serine/threonine-protein 572 IIHRDLKSNNIFL 584
                                               9**********98 PP

>> P15056|reviewed|Serine/threonine-protein  kinase B-raf|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.7   1.0   0.00017   0.00022       1      13 []     572     584 ..     572     584 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.7 bits;  conditional E-value: 0.00017
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlK+ Ni+l
  P15056|reviewed|Serine/threonine-protein 572 IIHRDLKSNNIFL 584
                                               9**********98 PP

>> Q9NZJ5|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase 3|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.1   0.00013   0.00017       2      12 ..     934     944 ..     933     945 .. 0.90

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                     PS00108   2 iHRDlKPeNiL 12 
                                 +HRDlKP+Ni+
  Q9NZJ5|reviewed|Eukaryotic 934 MHRDLKPSNIF 944
                                 8*********8 PP

>> Q61410|reviewed|cGMP-dependent  protein kinase 2|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.4   0.00015    0.0002       1      13 []     572     584 ..     572     584 .. 0.92

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00015
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ii+RDlKPeN+ l
  Q61410|reviewed|cGMP-dependent 572 IIYRDLKPENLIL 584
                                     9*********976 PP

>> P20793|reviewed|Serine/threonine-protein  kinase MAK|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.6   0.0   0.00019   0.00025       2      13 .]     122     133 ..     121     133 .. 0.89

  Alignments for each domain:
  == domain 1  score: 18.6 bits;  conditional E-value: 0.00019
                                   PS00108   2 iHRDlKPeNiLl 13 
                                                HRD+KPeN+L+
  P20793|reviewed|Serine/threonine-protein 122 FHRDMKPENLLC 133
                                               6*********95 PP

>> Q7G768|reviewed|Brassinosteroid  LRR receptor kinase BRL2|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.1   0.00013   0.00018       1      13 []     948     960 ..     948     960 .. 0.97

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      iiHRD+K++N+Ll
  Q7G768|reviewed|Brassinosteroid 948 IIHRDMKSSNVLL 960
                                      9***********8 PP

>> P08181|reviewed|Casein  kinase II subunit alpha|taxID:7227
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.8   0.00016   0.00022       1      13 []     150     162 ..     150     162 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00016
                 PS00108   1 iiHRDlKPeNiLl 13 
                             i+HRD+KP N+++
  P08181|reviewed|Casein 150 IMHRDVKPHNVMI 162
                             89*********97 PP

>> O88764|reviewed|Death-associated  protein kinase 3|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.1   0.00016   0.00021       1      13 []     135     147 ..     135     147 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00016
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i H DlKPeNi+l
  O88764|reviewed|Death-associated 135 IAHFDLKPENIML 147
                                       89*********98 PP

>> O54784|reviewed|Death-associated  protein kinase 3|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.1   0.00016   0.00021       1      13 []     135     147 ..     135     147 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00016
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       i H DlKPeNi+l
  O54784|reviewed|Death-associated 135 IAHFDLKPENIML 147
                                       89*********98 PP

>> Q9Z2R9|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase 1|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.8   0.00012   0.00016       1      13 []     436     448 ..     436     448 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                     PS00108   1 iiHRDlKPeNiLl 13 
                                 i+HRDlKP Ni+l
  Q9Z2R9|reviewed|Eukaryotic 436 IVHRDLKPRNIFL 448
                                 9**********98 PP

>> Q5APR8|reviewed|Serine/threonine-protein  kinase CLA4|taxID:237561
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.0   1.3   6.6e-05   8.9e-05       1      13 []     804     816 ..     804     816 .. 0.97

  Alignments for each domain:
  == domain 1  score: 20.0 bits;  conditional E-value: 6.6e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRD+K++N+Ll
  Q5APR8|reviewed|Serine/threonine-protein 804 IIHRDIKSDNVLL 816
                                               9***********8 PP

>> Q7XUN6|reviewed|L-type  lectin-domain containing receptor kinase SIT2|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.1   0.00013   0.00018       1      13 []     473     485 ..     473     485 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                 PS00108   1 iiHRDlKPeNiLl 13 
                             ++HRD+K +N+Ll
  Q7XUN6|reviewed|L-type 473 VVHRDIKASNVLL 485
                             79**********8 PP

>> Q9Z1Z1|reviewed|Eukaryotic  translation initiation factor 2-alpha kinase 3|taxID:10116
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.1   0.00013   0.00017       2      12 ..     926     936 ..     925     937 .. 0.90

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                     PS00108   2 iHRDlKPeNiL 12 
                                 +HRDlKP+Ni+
  Q9Z1Z1|reviewed|Eukaryotic 926 MHRDLKPSNIF 936
                                 8*********8 PP

>> Q6P0Q8|reviewed|Microtubule-associated  serine/threonine-protein kinase 2|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.1   2.0   6.3e-05   8.5e-05       1      13 []     631     643 ..     631     643 .. 0.96

  Alignments for each domain:
  == domain 1  score: 20.1 bits;  conditional E-value: 6.3e-05
                                 PS00108   1 iiHRDlKPeNiLl 13 
                                             i+HRDlKP+N+L+
  Q6P0Q8|reviewed|Microtubule-associated 631 IVHRDLKPDNLLI 643
                                             9***********7 PP

>> Q9NYV4|reviewed|Cyclin-dependent  kinase 12|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.8   0.4   0.00015   0.00021       1      13 []     855     867 ..     855     867 .. 0.94

  Alignments for each domain:
  == domain 1  score: 18.8 bits;  conditional E-value: 0.00015
                           PS00108   1 iiHRDlKPeNiLl 13 
                                       ++HRD+K++NiLl
  Q9NYV4|reviewed|Cyclin-dependent 855 FLHRDIKCSNILL 867
                                       68**********8 PP

>> Q9MAM1|reviewed|CBL-interacting  serine/threonine-protein kinase 9|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.3   0.00013   0.00017       1      13 []     138     150 ..     138     150 .. 0.88

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      + HRDlKPeN+ l
  Q9MAM1|reviewed|CBL-interacting 138 VYHRDLKPENLIL 150
                                      68********976 PP

>> P00516|reviewed|cGMP-dependent  protein kinase 1|taxID:9913
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.4   0.00013   0.00018       1      13 []     480     492 ..     480     492 .. 0.92

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ii+RDlKPeN+ l
  P00516|reviewed|cGMP-dependent 480 IIYRDLKPENLIL 492
                                     9*********976 PP

>> Q75GK4|reviewed|CBL-interacting  protein kinase 7|taxID:39947
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.2   0.0   0.00012   0.00016       1      13 []     143     155 ..     143     155 .. 0.92

  Alignments for each domain:
  == domain 1  score: 19.2 bits;  conditional E-value: 0.00012
                          PS00108   1 iiHRDlKPeNiLl 13 
                                      + HRD+KP+N+Ll
  Q75GK4|reviewed|CBL-interacting 143 VSHRDVKPQNVLL 155
                                      57**********8 PP

>> P15790|reviewed|Casein  kinase II subunit alpha|taxID:559292
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.6   0.8   0.00018   0.00024       1      13 []     191     203 ..     191     203 .. 0.95

  Alignments for each domain:
  == domain 1  score: 18.6 bits;  conditional E-value: 0.00018
                 PS00108   1 iiHRDlKPeNiLl 13 
                             i+HRD+KP N+++
  P15790|reviewed|Casein 191 IMHRDVKPHNVMI 203
                             89*********97 PP

>> Q13976|reviewed|cGMP-dependent  protein kinase 1|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.4   0.00013   0.00018       1      13 []     480     492 ..     480     492 .. 0.92

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ii+RDlKPeN+ l
  Q13976|reviewed|cGMP-dependent 480 IIYRDLKPENLIL 492
                                     9*********976 PP

>> P0C605|reviewed|cGMP-dependent  protein kinase 1|taxID:10090
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.4   0.00013   0.00018       1      13 []     480     492 ..     480     492 .. 0.92

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ii+RDlKPeN+ l
  P0C605|reviewed|cGMP-dependent 480 IIYRDLKPENLIL 492
                                     9*********976 PP

>> Q9M2S4|reviewed|L-type  lectin-domain containing receptor kinase S.4|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.0   0.1   0.00014   0.00019       1      13 []     468     480 ..     468     480 .. 0.96

  Alignments for each domain:
  == domain 1  score: 19.0 bits;  conditional E-value: 0.00014
                 PS00108   1 iiHRDlKPeNiLl 13 
                             +iHRD+K +N+Ll
  Q9M2S4|reviewed|L-type 468 VIHRDIKAANVLL 480
                             8***********8 PP

>> O77676|reviewed|cGMP-dependent  protein kinase 1|taxID:9986
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.1   0.4   0.00013   0.00018       1      13 []     480     492 ..     480     492 .. 0.92

  Alignments for each domain:
  == domain 1  score: 19.1 bits;  conditional E-value: 0.00013
                         PS00108   1 iiHRDlKPeNiLl 13 
                                     ii+RDlKPeN+ l
  O77676|reviewed|cGMP-dependent 480 IIYRDLKPENLIL 492
                                     9*********976 PP

>> Q9FL28|reviewed|LRR  receptor-like serine/threonine-protein kinase FLS2|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.0   0.4   6.4e-05   8.6e-05       1      13 []     993    1005 ..     993    1005 .. 0.97

  Alignments for each domain:
  == domain 1  score: 20.0 bits;  conditional E-value: 6.4e-05
              PS00108    1 iiHRDlKPeNiLl 13  
                           i+H+DlKP+NiLl
  Q9FL28|reviewed|LRR  993 IVHCDLKPANILL 1005
                           9***********8 PP

>> A8XWC4|reviewed|Serine/threonine-protein  kinase dkf-1|taxID:6238
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.4   0.1   9.9e-05   0.00013       1      13 []     585     597 ..     585     597 .. 0.95

  Alignments for each domain:
  == domain 1  score: 19.4 bits;  conditional E-value: 9.9e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i H+DlKPeN+Ll
  A8XWC4|reviewed|Serine/threonine-protein 585 IAHCDLKPENVLL 597
                                               89**********8 PP

>> Q9LSF1|reviewed|Serine/threonine-protein  kinase OXI1|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   20.0   0.3   6.4e-05   8.7e-05       1      13 []     145     157 ..     145     157 .. 0.95

  Alignments for each domain:
  == domain 1  score: 20.0 bits;  conditional E-value: 6.4e-05
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               i++RDlKP+N+++
  Q9LSF1|reviewed|Serine/threonine-protein 145 IVYRDLKPDNVMI 157
                                               9**********97 PP

>> P28567|reviewed|Cell  division control protein 2 homolog 2|taxID:3888
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   19.0   0.1   0.00014   0.00019       1      13 []     109     121 ..     109     121 .. 0.94

  Alignments for each domain:
  == domain 1  score: 19.0 bits;  conditional E-value: 0.00014
               PS00108   1 iiHRDlKPeNiLl 13 
                           ++HRD+K +N+L+
  P28567|reviewed|Cell 109 VLHRDIKGSNLLI 121
                           79**********7 PP

>> C0LGW2|reviewed|Probable  LRR receptor-like serine/threonine-protein kinase PAM74|taxID:3702
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.3   0.00015    0.0002       1      13 []     700     712 ..     700     712 .. 0.97

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00015
                   PS00108   1 iiHRDlKPeNiLl 13 
                               i+HRD+K  NiLl
  C0LGW2|reviewed|Probable 700 IVHRDIKTTNILL 712
                               9***********8 PP

>> Q54E34|reviewed|Probable  protein kinase DDB_G0291842|taxID:44689
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.9   0.4   0.00015    0.0002       1      13 []     203     215 ..     203     215 .. 0.94

  Alignments for each domain:
  == domain 1  score: 18.9 bits;  conditional E-value: 0.00015
                   PS00108   1 iiHRDlKPeNiLl 13 
                               i+H D+KPeN+L+
  Q54E34|reviewed|Probable 203 IMHLDIKPENLLF 215
                               89*********96 PP

>> Q9BYP7|reviewed|Serine/threonine-protein  kinase WNK3|taxID:9606
   #    score  bias  c-Evalue  i-Evalue hmmfrom  hmm to    alifrom  ali to    envfrom  env to     acc
 ---   ------ ----- --------- --------- ------- -------    ------- -------    ------- -------    ----
   1 !   18.6   1.9   0.00019   0.00025       1      13 []     271     283 ..     271     283 .. 0.96

  Alignments for each domain:
  == domain 1  score: 18.6 bits;  conditional E-value: 0.00019
                                   PS00108   1 iiHRDlKPeNiLl 13 
                                               iiHRDlK++Ni++
  Q9BYP7|reviewed|Serine/threonine-protein 271 IIHRDLKCDNIFI 283
                                               9**********97 PP

